"Step","cs11 - env/train/avg_return_by_level","cs11 - env/train/avg_return_by_level__MIN","cs11 - env/train/avg_return_by_level__MAX","cs10 - env/train/avg_return_by_level","cs10 - env/train/avg_return_by_level__MIN","cs10 - env/train/avg_return_by_level__MAX","cs9 - env/train/avg_return_by_level","cs9 - env/train/avg_return_by_level__MIN","cs9 - env/train/avg_return_by_level__MAX","cs8 - env/train/avg_return_by_level","cs8 - env/train/avg_return_by_level__MIN","cs8 - env/train/avg_return_by_level__MAX","cs7 - env/train/avg_return_by_level","cs7 - env/train/avg_return_by_level__MIN","cs7 - env/train/avg_return_by_level__MAX","cs6 - env/train/avg_return_by_level","cs6 - env/train/avg_return_by_level__MIN","cs6 - env/train/avg_return_by_level__MAX","cs5 - env/train/avg_return_by_level","cs5 - env/train/avg_return_by_level__MIN","cs5 - env/train/avg_return_by_level__MAX","cs4 - env/train/avg_return_by_level","cs4 - env/train/avg_return_by_level__MIN","cs4 - env/train/avg_return_by_level__MAX","cs3 - env/train/avg_return_by_level","cs3 - env/train/avg_return_by_level__MIN","cs3 - env/train/avg_return_by_level__MAX","cs2 - env/train/avg_return_by_level","cs2 - env/train/avg_return_by_level__MIN","cs2 - env/train/avg_return_by_level__MAX","cs1 - env/train/avg_return_by_level","cs1 - env/train/avg_return_by_level__MIN","cs1 - env/train/avg_return_by_level__MAX"
"0","0.20855417847633362","0.20855417847633362","0.20855417847633362","0.16585764288902283","0.16585764288902283","0.16585764288902283","0.15659120678901672","0.15659120678901672","0.15659120678901672","0.10140534490346909","0.10140534490346909","0.10140534490346909","0.17351892590522766","0.17351892590522766","0.17351892590522766","0.09734327346086502","0.09734327346086502","0.09734327346086502","0.09517279267311096","0.09517279267311096","0.09517279267311096","0.07498124986886978","0.07498124986886978","0.07498124986886978","0.06726734340190887","0.06726734340190887","0.06726734340190887","0.03690648451447487","0.03690648451447487","0.03690648451447487","0.022938700392842293","0.022938700392842293","0.022938700392842293"
"64","0.1489182412624359","0.1489182412624359","0.1489182412624359","0.14055278897285461","0.14055278897285461","0.14055278897285461","0.12742221355438232","0.12742221355438232","0.12742221355438232","0.19845494627952576","0.19845494627952576","0.19845494627952576","0.16654738783836365","0.16654738783836365","0.16654738783836365","0.2893035113811493","0.2893035113811493","0.2893035113811493","0.2982403039932251","0.2982403039932251","0.2982403039932251","0.3331482410430908","0.3331482410430908","0.3331482410430908","0.3911914527416229","0.3911914527416229","0.3911914527416229","0.4757336676120758","0.4757336676120758","0.4757336676120758","0.4631240665912628","0.4631240665912628","0.4631240665912628"
"128","0.1392257958650589","0.1392257958650589","0.1392257958650589","0.08826413750648499","0.08826413750648499","0.08826413750648499","0.14699341356754303","0.14699341356754303","0.14699341356754303","0.22242744266986847","0.22242744266986847","0.22242744266986847","0.15678757429122925","0.15678757429122925","0.15678757429122925","0.14474870264530182","0.14474870264530182","0.14474870264530182","0.3139684796333313","0.3139684796333313","0.3139684796333313","0.33335334062576294","0.33335334062576294","0.33335334062576294","0.44785168766975403","0.44785168766975403","0.44785168766975403","0.44540953636169434","0.44540953636169434","0.44540953636169434","0.4723048806190491","0.4723048806190491","0.4723048806190491"
"192","0.11449983716011047","0.11449983716011047","0.11449983716011047","0.12643088400363922","0.12643088400363922","0.12643088400363922","0.10173691809177399","0.10173691809177399","0.10173691809177399","0.15785306692123413","0.15785306692123413","0.15785306692123413","0.21559029817581177","0.21559029817581177","0.21559029817581177","0.29395297169685364","0.29395297169685364","0.29395297169685364","0.4386880397796631","0.4386880397796631","0.4386880397796631","0.5069382190704346","0.5069382190704346","0.5069382190704346","0.5573630332946777","0.5573630332946777","0.5573630332946777","0.5788211822509766","0.5788211822509766","0.5788211822509766","0.5898733735084534","0.5898733735084534","0.5898733735084534"
"256","0.09958907961845398","0.09958907961845398","0.09958907961845398","0.10684008151292801","0.10684008151292801","0.10684008151292801","0.20242628455162048","0.20242628455162048","0.20242628455162048","0.2796236276626587","0.2796236276626587","0.2796236276626587","0.31646454334259033","0.31646454334259033","0.31646454334259033","0.3375243842601776","0.3375243842601776","0.3375243842601776","0.48714905977249146","0.48714905977249146","0.48714905977249146","0.4878835082054138","0.4878835082054138","0.4878835082054138","0.531255304813385","0.531255304813385","0.531255304813385","0.5196134448051453","0.5196134448051453","0.5196134448051453","0.5454322695732117","0.5454322695732117","0.5454322695732117"
"320","0.16765189170837402","0.16765189170837402","0.16765189170837402","0.11774251610040665","0.11774251610040665","0.11774251610040665","0.20982591807842255","0.20982591807842255","0.20982591807842255","0.2835165560245514","0.2835165560245514","0.2835165560245514","0.42318078875541687","0.42318078875541687","0.42318078875541687","0.4899080991744995","0.4899080991744995","0.4899080991744995","0.5889418125152588","0.5889418125152588","0.5889418125152588","0.5674918293952942","0.5674918293952942","0.5674918293952942","0.5803244113922119","0.5803244113922119","0.5803244113922119","0.44806981086730957","0.44806981086730957","0.44806981086730957","0.49531733989715576","0.49531733989715576","0.49531733989715576"
"384","0.12864401936531067","0.12864401936531067","0.12864401936531067","0.23806427419185638","0.23806427419185638","0.23806427419185638","0.2645553946495056","0.2645553946495056","0.2645553946495056","0.4494191110134125","0.4494191110134125","0.4494191110134125","0.45889607071876526","0.45889607071876526","0.45889607071876526","0.5280748605728149","0.5280748605728149","0.5280748605728149","0.5005291700363159","0.5005291700363159","0.5005291700363159","0.5685468912124634","0.5685468912124634","0.5685468912124634","0.5002760887145996","0.5002760887145996","0.5002760887145996","0.5826994180679321","0.5826994180679321","0.5826994180679321","0.5549920201301575","0.5549920201301575","0.5549920201301575"
"448","0.14925506711006165","0.14925506711006165","0.14925506711006165","0.13681653141975403","0.13681653141975403","0.13681653141975403","0.19693975150585175","0.19693975150585175","0.19693975150585175","0.4730319082736969","0.4730319082736969","0.4730319082736969","0.48990023136138916","0.48990023136138916","0.48990023136138916","0.5456728935241699","0.5456728935241699","0.5456728935241699","0.659034252166748","0.659034252166748","0.659034252166748","0.5756441354751587","0.5756441354751587","0.5756441354751587","0.5935772061347961","0.5935772061347961","0.5935772061347961","0.5764681100845337","0.5764681100845337","0.5764681100845337","0.5994765162467957","0.5994765162467957","0.5994765162467957"
"512","0.3294605612754822","0.3294605612754822","0.3294605612754822","0.4109911024570465","0.4109911024570465","0.4109911024570465","0.6904784440994263","0.6904784440994263","0.6904784440994263","0.696495771408081","0.696495771408081","0.696495771408081","0.7385255098342896","0.7385255098342896","0.7385255098342896","0.6722360849380493","0.6722360849380493","0.6722360849380493","0.6881237030029297","0.6881237030029297","0.6881237030029297","0.6796068549156189","0.6796068549156189","0.6796068549156189","0.6412736773490906","0.6412736773490906","0.6412736773490906","0.6163883805274963","0.6163883805274963","0.6163883805274963","0.5862800478935242","0.5862800478935242","0.5862800478935242"
"576","0.3882827162742615","0.3882827162742615","0.3882827162742615","0.3894787132740021","0.3894787132740021","0.3894787132740021","0.5987699031829834","0.5987699031829834","0.5987699031829834","0.6971105337142944","0.6971105337142944","0.6971105337142944","0.652553915977478","0.652553915977478","0.652553915977478","0.6277168989181519","0.6277168989181519","0.6277168989181519","0.6661901473999023","0.6661901473999023","0.6661901473999023","0.5396071076393127","0.5396071076393127","0.5396071076393127","0.5961102247238159","0.5961102247238159","0.5961102247238159","0.5985277891159058","0.5985277891159058","0.5985277891159058","0.5460824370384216","0.5460824370384216","0.5460824370384216"
"640","0.4103475511074066","0.4103475511074066","0.4103475511074066","0.5200566649436951","0.5200566649436951","0.5200566649436951","0.6264681220054626","0.6264681220054626","0.6264681220054626","0.7168852090835571","0.7168852090835571","0.7168852090835571","0.7228306531906128","0.7228306531906128","0.7228306531906128","0.7349799871444702","0.7349799871444702","0.7349799871444702","0.7219980955123901","0.7219980955123901","0.7219980955123901","0.7636431455612183","0.7636431455612183","0.7636431455612183","0.6244971752166748","0.6244971752166748","0.6244971752166748","0.7125420570373535","0.7125420570373535","0.7125420570373535","0.6824960112571716","0.6824960112571716","0.6824960112571716"
"704","0.5117161273956299","0.5117161273956299","0.5117161273956299","0.598608136177063","0.598608136177063","0.598608136177063","0.7318989634513855","0.7318989634513855","0.7318989634513855","0.6767740249633789","0.6767740249633789","0.6767740249633789","0.6899962425231934","0.6899962425231934","0.6899962425231934","0.6872695684432983","0.6872695684432983","0.6872695684432983","0.6529885530471802","0.6529885530471802","0.6529885530471802","0.6436190009117126","0.6436190009117126","0.6436190009117126","0.623806357383728","0.623806357383728","0.623806357383728","0.4933869242668152","0.4933869242668152","0.4933869242668152","0.44765952229499817","0.44765952229499817","0.44765952229499817"
"768","0.5435469150543213","0.5435469150543213","0.5435469150543213","0.49308547377586365","0.49308547377586365","0.49308547377586365","0.5429147481918335","0.5429147481918335","0.5429147481918335","0.48743587732315063","0.48743587732315063","0.48743587732315063","0.5418124198913574","0.5418124198913574","0.5418124198913574","0.5649855732917786","0.5649855732917786","0.5649855732917786","0.5403650403022766","0.5403650403022766","0.5403650403022766","0.46613064408302307","0.46613064408302307","0.46613064408302307","0.47156110405921936","0.47156110405921936","0.47156110405921936","0.4649425446987152","0.4649425446987152","0.4649425446987152","0.5504592657089233","0.5504592657089233","0.5504592657089233"
"832","0.6449543237686157","0.6449543237686157","0.6449543237686157","0.5939090251922607","0.5939090251922607","0.5939090251922607","0.7470659017562866","0.7470659017562866","0.7470659017562866","0.7481693029403687","0.7481693029403687","0.7481693029403687","0.7163122892379761","0.7163122892379761","0.7163122892379761","0.7110135555267334","0.7110135555267334","0.7110135555267334","0.588683009147644","0.588683009147644","0.588683009147644","0.633216917514801","0.633216917514801","0.633216917514801","0.6127519607543945","0.6127519607543945","0.6127519607543945","0.5431156158447266","0.5431156158447266","0.5431156158447266","0.5242319107055664","0.5242319107055664","0.5242319107055664"
"896","0.6350367069244385","0.6350367069244385","0.6350367069244385","0.5877887606620789","0.5877887606620789","0.5877887606620789","0.5723659992218018","0.5723659992218018","0.5723659992218018","0.7232614755630493","0.7232614755630493","0.7232614755630493","0.7353243231773376","0.7353243231773376","0.7353243231773376","0.6229469180107117","0.6229469180107117","0.6229469180107117","0.7060732841491699","0.7060732841491699","0.7060732841491699","0.7913622856140137","0.7913622856140137","0.7913622856140137","0.7309355139732361","0.7309355139732361","0.7309355139732361","0.726865291595459","0.726865291595459","0.726865291595459","0.7116554975509644","0.7116554975509644","0.7116554975509644"
"960","0.6569815874099731","0.6569815874099731","0.6569815874099731","0.6267378926277161","0.6267378926277161","0.6267378926277161","0.6245025396347046","0.6245025396347046","0.6245025396347046","0.7013875842094421","0.7013875842094421","0.7013875842094421","0.6716592311859131","0.6716592311859131","0.6716592311859131","0.6656692028045654","0.6656692028045654","0.6656692028045654","0.5905869007110596","0.5905869007110596","0.5905869007110596","0.6332481503486633","0.6332481503486633","0.6332481503486633","0.55741286277771","0.55741286277771","0.55741286277771","0.5927780866622925","0.5927780866622925","0.5927780866622925","0.5753103494644165","0.5753103494644165","0.5753103494644165"
"1024","0.6099681258201599","0.6099681258201599","0.6099681258201599","0.6352401971817017","0.6352401971817017","0.6352401971817017","0.6500377655029297","0.6500377655029297","0.6500377655029297","0.7123186588287354","0.7123186588287354","0.7123186588287354","0.6462657451629639","0.6462657451629639","0.6462657451629639","0.7079511880874634","0.7079511880874634","0.7079511880874634","0.6035922765731812","0.6035922765731812","0.6035922765731812","0.668921947479248","0.668921947479248","0.668921947479248","0.6689165830612183","0.6689165830612183","0.6689165830612183","0.6893436908721924","0.6893436908721924","0.6893436908721924","0.693179726600647","0.693179726600647","0.693179726600647"
"1088","0.5580154061317444","0.5580154061317444","0.5580154061317444","0.7291364669799805","0.7291364669799805","0.7291364669799805","0.6766903400421143","0.6766903400421143","0.6766903400421143","0.6276578903198242","0.6276578903198242","0.6276578903198242","0.6992798447608948","0.6992798447608948","0.6992798447608948","0.7327048778533936","0.7327048778533936","0.7327048778533936","0.7270697951316833","0.7270697951316833","0.7270697951316833","0.7260608077049255","0.7260608077049255","0.7260608077049255","0.7087928056716919","0.7087928056716919","0.7087928056716919","0.6523634195327759","0.6523634195327759","0.6523634195327759","0.6212661862373352","0.6212661862373352","0.6212661862373352"
"1152","0.7466288805007935","0.7466288805007935","0.7466288805007935","0.7291254997253418","0.7291254997253418","0.7291254997253418","0.6620702147483826","0.6620702147483826","0.6620702147483826","0.7603403329849243","0.7603403329849243","0.7603403329849243","0.7930700778961182","0.7930700778961182","0.7930700778961182","0.6941928863525391","0.6941928863525391","0.6941928863525391","0.66153484582901","0.66153484582901","0.66153484582901","0.7282135486602783","0.7282135486602783","0.7282135486602783","0.7352844476699829","0.7352844476699829","0.7352844476699829","0.735646665096283","0.735646665096283","0.735646665096283","0.7421736121177673","0.7421736121177673","0.7421736121177673"
"1216","0.612959623336792","0.612959623336792","0.612959623336792","0.5185185670852661","0.5185185670852661","0.5185185670852661","0.642460823059082","0.642460823059082","0.642460823059082","0.5729848146438599","0.5729848146438599","0.5729848146438599","0.6628493070602417","0.6628493070602417","0.6628493070602417","0.6200611591339111","0.6200611591339111","0.6200611591339111","0.6313497424125671","0.6313497424125671","0.6313497424125671","0.5995237827301025","0.5995237827301025","0.5995237827301025","0.5444363355636597","0.5444363355636597","0.5444363355636597","0.6020975112915039","0.6020975112915039","0.6020975112915039","0.6216545104980469","0.6216545104980469","0.6216545104980469"
"1280","0.6207399964332581","0.6207399964332581","0.6207399964332581","0.6742198467254639","0.6742198467254639","0.6742198467254639","0.7180429697036743","0.7180429697036743","0.7180429697036743","0.7437611818313599","0.7437611818313599","0.7437611818313599","0.6668150424957275","0.6668150424957275","0.6668150424957275","0.6930225491523743","0.6930225491523743","0.6930225491523743","0.7992572784423828","0.7992572784423828","0.7992572784423828","0.6491899490356445","0.6491899490356445","0.6491899490356445","0.6000256538391113","0.6000256538391113","0.6000256538391113","0.6012569069862366","0.6012569069862366","0.6012569069862366","0.5924229025840759","0.5924229025840759","0.5924229025840759"
"1344","0.8172785043716431","0.8172785043716431","0.8172785043716431","0.781234622001648","0.781234622001648","0.781234622001648","0.7624786496162415","0.7624786496162415","0.7624786496162415","0.8457714319229126","0.8457714319229126","0.8457714319229126","0.8440688848495483","0.8440688848495483","0.8440688848495483","0.7918538451194763","0.7918538451194763","0.7918538451194763","0.7635891437530518","0.7635891437530518","0.7635891437530518","0.7566386461257935","0.7566386461257935","0.7566386461257935","0.8642510175704956","0.8642510175704956","0.8642510175704956","0.8200931549072266","0.8200931549072266","0.8200931549072266","0.8125056028366089","0.8125056028366089","0.8125056028366089"
"1408","0.7759918570518494","0.7759918570518494","0.7759918570518494","0.8093271255493164","0.8093271255493164","0.8093271255493164","0.7098134756088257","0.7098134756088257","0.7098134756088257","0.6704118847846985","0.6704118847846985","0.6704118847846985","0.7530300617218018","0.7530300617218018","0.7530300617218018","0.7012364864349365","0.7012364864349365","0.7012364864349365","0.7786074876785278","0.7786074876785278","0.7786074876785278","0.7506722211837769","0.7506722211837769","0.7506722211837769","0.717598557472229","0.717598557472229","0.717598557472229","0.6163550615310669","0.6163550615310669","0.6163550615310669","0.6579813957214355","0.6579813957214355","0.6579813957214355"
"1472","0.5268415212631226","0.5268415212631226","0.5268415212631226","0.7073572278022766","0.7073572278022766","0.7073572278022766","0.8025890588760376","0.8025890588760376","0.8025890588760376","0.654712975025177","0.654712975025177","0.654712975025177","0.6954108476638794","0.6954108476638794","0.6954108476638794","0.7166922092437744","0.7166922092437744","0.7166922092437744","0.7699393630027771","0.7699393630027771","0.7699393630027771","0.8217037916183472","0.8217037916183472","0.8217037916183472","0.7589666247367859","0.7589666247367859","0.7589666247367859","0.7294172644615173","0.7294172644615173","0.7294172644615173","0.7074111700057983","0.7074111700057983","0.7074111700057983"
"1536","0.7327936887741089","0.7327936887741089","0.7327936887741089","0.731391966342926","0.731391966342926","0.731391966342926","0.7533592581748962","0.7533592581748962","0.7533592581748962","0.7477478981018066","0.7477478981018066","0.7477478981018066","0.6990204453468323","0.6990204453468323","0.6990204453468323","0.7211393117904663","0.7211393117904663","0.7211393117904663","0.7362809777259827","0.7362809777259827","0.7362809777259827","0.7247012853622437","0.7247012853622437","0.7247012853622437","0.6961830854415894","0.6961830854415894","0.6961830854415894","0.6667029857635498","0.6667029857635498","0.6667029857635498","0.6859143972396851","0.6859143972396851","0.6859143972396851"
"1600","0.6794021129608154","0.6794021129608154","0.6794021129608154","0.657278299331665","0.657278299331665","0.657278299331665","0.7696887254714966","0.7696887254714966","0.7696887254714966","0.8018407225608826","0.8018407225608826","0.8018407225608826","0.6776453852653503","0.6776453852653503","0.6776453852653503","0.7536245584487915","0.7536245584487915","0.7536245584487915","0.678115725517273","0.678115725517273","0.678115725517273","0.630269467830658","0.630269467830658","0.630269467830658","0.655785083770752","0.655785083770752","0.655785083770752","0.6586111783981323","0.6586111783981323","0.6586111783981323","0.6698749661445618","0.6698749661445618","0.6698749661445618"
"1664","0.6922245025634766","0.6922245025634766","0.6922245025634766","0.7352699041366577","0.7352699041366577","0.7352699041366577","0.7414639592170715","0.7414639592170715","0.7414639592170715","0.8026013374328613","0.8026013374328613","0.8026013374328613","0.7403490543365479","0.7403490543365479","0.7403490543365479","0.7624136209487915","0.7624136209487915","0.7624136209487915","0.7467694878578186","0.7467694878578186","0.7467694878578186","0.7774139046669006","0.7774139046669006","0.7774139046669006","0.7253348231315613","0.7253348231315613","0.7253348231315613","0.7038675546646118","0.7038675546646118","0.7038675546646118","0.7201539278030396","0.7201539278030396","0.7201539278030396"
"1728","0.6881743669509888","0.6881743669509888","0.6881743669509888","0.6881783604621887","0.6881783604621887","0.6881783604621887","0.778651237487793","0.778651237487793","0.778651237487793","0.7059671878814697","0.7059671878814697","0.7059671878814697","0.6912778615951538","0.6912778615951538","0.6912778615951538","0.7580597400665283","0.7580597400665283","0.7580597400665283","0.7667039632797241","0.7667039632797241","0.7667039632797241","0.7263003587722778","0.7263003587722778","0.7263003587722778","0.6789553165435791","0.6789553165435791","0.6789553165435791","0.7534677982330322","0.7534677982330322","0.7534677982330322","0.6781787872314453","0.6781787872314453","0.6781787872314453"
"1792","0.7333542108535767","0.7333542108535767","0.7333542108535767","0.7755353450775146","0.7755353450775146","0.7755353450775146","0.8191063404083252","0.8191063404083252","0.8191063404083252","0.8104301691055298","0.8104301691055298","0.8104301691055298","0.8334518671035767","0.8334518671035767","0.8334518671035767","0.8550936579704285","0.8550936579704285","0.8550936579704285","0.8300074338912964","0.8300074338912964","0.8300074338912964","0.7924216985702515","0.7924216985702515","0.7924216985702515","0.7583823204040527","0.7583823204040527","0.7583823204040527","0.7130746245384216","0.7130746245384216","0.7130746245384216","0.7272539138793945","0.7272539138793945","0.7272539138793945"
"1856","0.7867686748504639","0.7867686748504639","0.7867686748504639","0.7865650653839111","0.7865650653839111","0.7865650653839111","0.8414785861968994","0.8414785861968994","0.8414785861968994","0.7706936001777649","0.7706936001777649","0.7706936001777649","0.7824097871780396","0.7824097871780396","0.7824097871780396","0.7481627464294434","0.7481627464294434","0.7481627464294434","0.7976973652839661","0.7976973652839661","0.7976973652839661","0.726661205291748","0.726661205291748","0.726661205291748","0.6822214126586914","0.6822214126586914","0.6822214126586914","0.6237762570381165","0.6237762570381165","0.6237762570381165","0.6387875080108643","0.6387875080108643","0.6387875080108643"
"1920","0.8004424571990967","0.8004424571990967","0.8004424571990967","0.6969078779220581","0.6969078779220581","0.6969078779220581","0.7593054175376892","0.7593054175376892","0.7593054175376892","0.7958837747573853","0.7958837747573853","0.7958837747573853","0.7544529438018799","0.7544529438018799","0.7544529438018799","0.7363334894180298","0.7363334894180298","0.7363334894180298","0.8169687986373901","0.8169687986373901","0.8169687986373901","0.8541393280029297","0.8541393280029297","0.8541393280029297","0.8299462795257568","0.8299462795257568","0.8299462795257568","0.7757452726364136","0.7757452726364136","0.7757452726364136","0.7069979310035706","0.7069979310035706","0.7069979310035706"
"1984","0.6133641600608826","0.6133641600608826","0.6133641600608826","0.7435851693153381","0.7435851693153381","0.7435851693153381","0.7594183087348938","0.7594183087348938","0.7594183087348938","0.7231681942939758","0.7231681942939758","0.7231681942939758","0.7361531257629395","0.7361531257629395","0.7361531257629395","0.6967892646789551","0.6967892646789551","0.6967892646789551","0.7899895906448364","0.7899895906448364","0.7899895906448364","0.7385798096656799","0.7385798096656799","0.7385798096656799","0.6330922245979309","0.6330922245979309","0.6330922245979309","0.6680299043655396","0.6680299043655396","0.6680299043655396","0.6054177284240723","0.6054177284240723","0.6054177284240723"
"2048","0.7474700212478638","0.7474700212478638","0.7474700212478638","0.6739437580108643","0.6739437580108643","0.6739437580108643","0.7308650016784668","0.7308650016784668","0.7308650016784668","0.7314404845237732","0.7314404845237732","0.7314404845237732","0.6556731462478638","0.6556731462478638","0.6556731462478638","0.7796458601951599","0.7796458601951599","0.7796458601951599","0.7435932159423828","0.7435932159423828","0.7435932159423828","0.670996904373169","0.670996904373169","0.670996904373169","0.6685307025909424","0.6685307025909424","0.6685307025909424","0.6559147834777832","0.6559147834777832","0.6559147834777832","0.5315819978713989","0.5315819978713989","0.5315819978713989"
"2112","0.6985379457473755","0.6985379457473755","0.6985379457473755","0.632578432559967","0.632578432559967","0.632578432559967","0.6361052989959717","0.6361052989959717","0.6361052989959717","0.6344915628433228","0.6344915628433228","0.6344915628433228","0.5961315631866455","0.5961315631866455","0.5961315631866455","0.5216728448867798","0.5216728448867798","0.5216728448867798","0.5109847784042358","0.5109847784042358","0.5109847784042358","0.5156810283660889","0.5156810283660889","0.5156810283660889","0.6102617979049683","0.6102617979049683","0.6102617979049683","0.585253894329071","0.585253894329071","0.585253894329071","0.5441040992736816","0.5441040992736816","0.5441040992736816"
"2176","0.8415550589561462","0.8415550589561462","0.8415550589561462","0.7026171684265137","0.7026171684265137","0.7026171684265137","0.7437946796417236","0.7437946796417236","0.7437946796417236","0.8229255676269531","0.8229255676269531","0.8229255676269531","0.7045448422431946","0.7045448422431946","0.7045448422431946","0.7983157634735107","0.7983157634735107","0.7983157634735107","0.7802269458770752","0.7802269458770752","0.7802269458770752","0.764361560344696","0.764361560344696","0.764361560344696","0.7279181480407715","0.7279181480407715","0.7279181480407715","0.7392841577529907","0.7392841577529907","0.7392841577529907","0.7314691543579102","0.7314691543579102","0.7314691543579102"
"2240","0.8106060028076172","0.8106060028076172","0.8106060028076172","0.8167818784713745","0.8167818784713745","0.8167818784713745","0.8176518678665161","0.8176518678665161","0.8176518678665161","0.7783610820770264","0.7783610820770264","0.7783610820770264","0.8072362542152405","0.8072362542152405","0.8072362542152405","0.8365035057067871","0.8365035057067871","0.8365035057067871","0.7848383188247681","0.7848383188247681","0.7848383188247681","0.7346653938293457","0.7346653938293457","0.7346653938293457","0.7295158505439758","0.7295158505439758","0.7295158505439758","0.6344121694564819","0.6344121694564819","0.6344121694564819","0.655044674873352","0.655044674873352","0.655044674873352"
"2304","0.6806133985519409","0.6806133985519409","0.6806133985519409","0.8636765480041504","0.8636765480041504","0.8636765480041504","0.7783359289169312","0.7783359289169312","0.7783359289169312","0.8352857828140259","0.8352857828140259","0.8352857828140259","0.7522516250610352","0.7522516250610352","0.7522516250610352","0.8130238652229309","0.8130238652229309","0.8130238652229309","0.8415104746818542","0.8415104746818542","0.8415104746818542","0.8248058557510376","0.8248058557510376","0.8248058557510376","0.7995476722717285","0.7995476722717285","0.7995476722717285","0.7336464524269104","0.7336464524269104","0.7336464524269104","0.6725059747695923","0.6725059747695923","0.6725059747695923"
"2368","0.7737416625022888","0.7737416625022888","0.7737416625022888","0.7667990922927856","0.7667990922927856","0.7667990922927856","0.7963320016860962","0.7963320016860962","0.7963320016860962","0.8400732278823853","0.8400732278823853","0.8400732278823853","0.7401202917098999","0.7401202917098999","0.7401202917098999","0.7064660787582397","0.7064660787582397","0.7064660787582397","0.7478542923927307","0.7478542923927307","0.7478542923927307","0.816766619682312","0.816766619682312","0.816766619682312","0.7584493160247803","0.7584493160247803","0.7584493160247803","0.6675481200218201","0.6675481200218201","0.6675481200218201","0.6729118227958679","0.6729118227958679","0.6729118227958679"
"2432","0.7305705547332764","0.7305705547332764","0.7305705547332764","0.8409957885742188","0.8409957885742188","0.8409957885742188","0.8438072204589844","0.8438072204589844","0.8438072204589844","0.8463008403778076","0.8463008403778076","0.8463008403778076","0.8587380051612854","0.8587380051612854","0.8587380051612854","0.8410050868988037","0.8410050868988037","0.8410050868988037","0.8340927362442017","0.8340927362442017","0.8340927362442017","0.7895069718360901","0.7895069718360901","0.7895069718360901","0.76229327917099","0.76229327917099","0.76229327917099","0.738090991973877","0.738090991973877","0.738090991973877","0.7377740144729614","0.7377740144729614","0.7377740144729614"